a,p,e,u,w,Edot,Ldot,EdotH,EdotI,LdotH,LdotI,timing,job
0.99,1.6127224515062006,0.22032486463973347,0.0,0.9387755102040817,0.09892934788931282,0.25919049251089116,-0.008788053253223196,0.1077174011425355,-0.022986546246749156,0.28217703875764194,1780.9269754365087,96.0
0.99,1.621265101117351,0.23000832986255726,0.0,0.9591836734693877,0.09923637039006764,0.2595120203642422,-0.00877094326200256,0.10800731365206999,-0.02289651292334509,0.2824085332875923,3145.547313544899,79.0
0.99,1.6300800721000979,0.23990004164931278,0.0,0.9795918367346939,0.09955056963154452,0.2598456555803584,-0.008752453492678199,0.10830302312422219,-0.022802725397263898,0.2826483809776254,1907.9634327050298,60.0
0.99,1.6391686579132023,0.25,0.0,1.0,0.09987228786190289,0.26019254113696993,-0.008732564853084863,0.10860485271498779,-0.022705209084569248,0.2828977502215422,1917.5381198972464,41.0
0.99,1.454657122265474,0.0,0.02040816326530612,0.0,0.09172851608813037,0.25174431142823395,-0.008715383232036283,0.10044389932016658,-0.02391893212874137,0.27566324355697486,9.088565666999784,955.0
0.99,1.454707944389223,0.00010479112808924365,0.02040816326530612,0.02040816326530612,0.09172379223618667,0.25173822148366604,-0.008714910973645932,0.10043870320983261,-0.02391828918503116,0.27565651066869856,74.49483301490545,953.0
0.99,1.4548606057897997,0.0004191645123569746,0.02040816326530612,0.04081632653061224,0.09171613967876523,0.2517283505861344,-0.00871414196286236,0.10043028164162739,-0.02391723608655666,0.2756455866726907,89.06502390652895,946.0
0.99,1.4551156905901608,0.0009431201528031929,0.02040816326530612,0.061224489795918366,0.09171202319706613,0.2517229762303315,-0.008713715208051979,0.10042573840511815,-0.023916626869522006,0.27563960309985275,155.650101326406,940.0
0.99,1.4554741691151496,0.0016766580494278983,0.02040816326530612,0.08163265306122448,0.09171398896320565,0.25172529765977614,-0.00871387391798434,0.10042786288119006,-0.023916768387318453,0.2756420660470947,151.67271346971393,929.0
0.99,1.4559373930828325,0.002619778202231092,0.02040816326530612,0.10204081632653061,0.09172321929804371,0.25173673756231046,-0.008714719607315947,0.10043793890536028,-0.023917765201575573,0.2756545027638855,273.1340577714145,919.0
0.99,1.4565070888958975,0.0037724806112127717,0.02040816326530612,0.12244897959183673,0.09174040531015026,0.2517580930744244,-0.008716298108920394,0.10045670341907079,-0.023919637487539423,0.2756777305619652,199.91982599100447,909.0
0.99,1.4571853490575062,0.005134765276372939,0.02040816326530612,0.14285714285714285,0.0917659542435595,0.2517897325185828,-0.008718624749950568,0.10048457899350996,-0.02392235477394481,0.2757120872925272,231.57034626416862,896.0
0.99,1.4579746217443017,0.006706632197711593,0.02040816326530612,0.16326530612244897,0.09180011692318511,0.25183180191670174,-0.008721694808806493,0.10052181173199155,-0.02392585110229814,0.2757576530189993,398.1152460873127,881.0
0.99,1.4588776985785858,0.008488081375228737,0.02040816326530612,0.1836734693877551,0.09184312109132255,0.2518845244155055,-0.008725488251484911,0.10056860934280815,-0.023930031702456445,0.2758145561179605,560.0534155990463,868.0
0.99,1.4598977006516791,0.010479112808924367,0.02040816326530612,0.20408163265306123,0.0918949722879956,0.25194761665178267,-0.00872997247505896,0.10062494476305492,-0.023934777123347992,0.2758823937751333,674.284953890834,854.0
0.99,1.4610380628619308,0.012679726498798484,0.02040816326530612,0.22448979591836735,0.09195569200098984,0.25202092019645805,-0.008735104330547373,0.10069079633153707,-0.023939946748942842,0.27596086694539984,324.395413082093,841.0
0.99,1.4623025166430739,0.015089922444851087,0.02040816326530612,0.24489795918367346,0.0920252463941182,0.2521041923240867,-0.008740831407850659,0.10076607780196872,-0.02394538104076435,0.2760495733648508,489.34420157200657,824.0
0.99,1.4636950711715961,0.01770970064708218,0.02040816326530612,0.2653061224489796,0.09210354317698759,0.2521970863419205,-0.008747093262005868,0.10085063643899372,-0.023950904029414563,0.2761479903713375,690.1495237019844,805.0
0.99,1.4652199931563707,0.020539061105491755,0.02040816326530612,0.2857142857142857,0.09219044788121446,0.25229918906459087,-0.008753822395300363,0.10094427027651508,-0.023956325387837336,0.2762555144524279,464.17908777296543,787.0
0.99,1.4668817853264056,0.023578003820079824,0.02040816326530612,0.30612244897959184,0.09228580719523677,0.25241008040495716,-0.00876094499107678,0.10104675218631336,-0.023961442014461643,0.2763715224194166,460.3031961321831,771.0
0.99,1.4686851637582574,0.026826528790846373,0.02040816326530612,0.32653061224489793,0.09238943782962852,0.25252929459619017,-0.008768382059532044,0.1011578198891598,-0.02396604079968815,0.27649533539587956,538.469669021666,754.0
0.99,1.4706350341659682,0.030284636017791418,0.02040816326530612,0.3469387755102041,0.09250112104085856,0.25265630483923235,-0.008776050113969569,0.10127717115482866,-0.023969900213352675,0.2766262050525853,611.8585596568882,731.0
0.99,1.4727364673508245,0.03395232550091495,0.02040816326530612,0.3673469387755102,0.09262066061572079,0.25279067873370586,-0.008783862063098105,0.10140452267881966,-0.02397279251508638,0.27676347124879125,526.9582401104271,712.0
0.99,1.4749946739563318,0.037829597240216964,0.02040816326530612,0.3877551020408163,0.09274780222836523,0.2529318493786164,-0.008791728015289615,0.10153953024365513,-0.023974485736949117,0.27690633511556756,1583.4617211061995,696.0
0.99,1.477414978728942,0.04191645123569747,0.02040816326530612,0.40816326530612246,0.09288231754429833,0.2530793481049,-0.008799556113514123,0.10168187365781257,-0.02397474579771374,0.2770540939026111,599.3937767711468,673.0
0.99,1.4800027944795053,0.046212887487356455,0.02040816326530612,0.42857142857142855,0.09302395999548176,0.25323267761556434,-0.008807253486916421,0.10183121348239867,-0.02397333888851744,0.2772060165040803,645.4335085740313,650.0
0.99,1.4827635959507284,0.050718905995193936,0.02040816326530612,0.4489795918367347,0.0931724821284066,0.2533913577074792,-0.008814726774849393,0.10198720890325638,-0.023970032782639324,0.2773613904901199,1351.4697162248194,633.0
0.99,1.4857028938014984,0.055434506759209905,0.02040816326530612,0.46938775510204084,0.09332766102967795,0.25355499114789226,-0.008821883230574156,0.10214954426025236,-0.02396459961896383,0.2775195907668544,1027.6474819420837,610.0
0.99,1.488826208920857,0.06035968977940435,0.02040816326530612,0.4897959183673469,0.09348927325985157,0.2537231947299457,-0.00882863136700641,0.10231790462685798,-0.02395681752064821,0.27768001225059386,883.0352010075003,584.0
0.99,1.4921390472834308,0.06549445505577729,0.02040816326530612,0.5102040816326531,0.09365708872791972,0.2538955759528627,-0.008834881692604032,0.10249197042052455,-0.023946472416886126,0.27784204836975124,1595.175776572898,568.0
0.99,1.4956468755536396,0.07083880258832873,0.02040816326530612,0.5306122448979592,0.09383091925596844,0.2540718654813885,-0.00884054748413091,0.10267146674009849,-0.023933359985186153,0.278005225466575,1255.0292020700872,541.0
0.99,1.499355097637482,0.07639273237705861,0.02040816326530612,0.5510204081632653,0.09401058231368625,0.25425181782677286,-0.008845545366338869,0.10285612768002446,-0.023917287058868416,0.278169104885644,1299.318022872787,522.0
0.99,1.5032690323693845,0.08215624442196702,0.02040816326530612,0.5714285714285714,0.09419590984432036,0.25443522857839224,-0.008849795982479593,0.10304570582679975,-0.02389807328808106,0.2783333018664736,1014.0656658029984,497.0
0.99,1.507393892505547,0.08812933872305392,0.02040816326530612,0.5918367346938775,0.09438679154320283,0.25462205247566716,-0.008853224531708082,0.10324001607491054,-0.02387555246376908,0.27849760493943776,1076.1245690849973,475.0
0.99,1.5117347651825992,0.0943120152803193,0.02040816326530612,0.6122448979591837,0.09458308491028386,0.2548121572498628,-0.008855761127222923,0.10343884603750648,-0.023849573357232177,0.2786617306070952,1578.873203272,452.0
0.99,1.5162965939608197,0.10070427409376316,0.02040816326530612,0.6326530612244898,0.0947847281717422,0.25500562776063135,-0.0088573410877148,0.10364206925945706,-0.023820000423894556,0.2788256281845256,1119.9756575487554,431.0
0.99,1.5210841625855827,0.1073061151633855,0.02040816326530612,0.6530612244897959,0.09499165484838916,0.2552025283000652,-0.008857906228222709,0.10384956107661146,-0.02378671698292267,0.27898924528299346,1417.8732014521956,404.0
0.99,1.5261020805293306,0.11411753848918635,0.02040816326530612,0.673469387755102,0.09520383453650491,0.2554030220801226,-0.008857402938172327,0.10406123747467749,-0.023749620427215856,0.27915264250733984,2459.8517237175256,382.0
0.99,1.5313547703881312,0.12113854407116567,0.02040816326530612,0.6938775510204082,0.09542127136744419,0.2556073544710864,-0.008855784326834336,0.10427705569427856,-0.02370862749506667,0.2793159819661494,1680.3378931598272,359.0
0.99,1.5368464571621996,0.1283691319093235,0.02040816326530612,0.7142857142857143,0.09564396203456299,0.25581574345535396,-0.008853009202179591,0.10449697123674365,-0.023663671730364724,0.27947941518571995,2504.8006685506552,335.0
0.99,1.542581159429218,0.1358093020036598,0.02040816326530612,0.7346938775510204,0.0958720396668195,0.2560287725517265,-0.008849042177137122,0.10472108184395598,-0.02361470373499575,0.2796434762867233,1373.1218215823174,311.0
0.99,1.5485626823939804,0.14345905435417455,0.02040816326530612,0.7551020408163265,0.0961054930071465,0.25624661633107093,-0.008843853485519082,0.10494934649266668,-0.023561690768609107,0.27980830709968413,1467.8289038743824,291.0
0.99,1.5547946127741266,0.15131838896086786,0.02040816326530612,0.7755102040816326,0.09634449311495281,0.2564699460881267,-0.008837418383223983,0.1051819114981759,-0.02350461509931418,0.27997456118744324,1794.2893006578088,267.0
0.99,1.5612803154603214,0.1593873058237396,0.02040816326530612,0.7959183673469388,0.09658911351787468,0.2566991518220256,-0.008829716843850763,0.10541883036172617,-0.023443473401059022,0.2801426252230853,1699.774681814015,246.0
0.99,1.5680229318700205,0.16766580494278988,0.02040816326530612,0.8163265306122449,0.09683959676152579,0.2569350761363379,-0.008820733201761098,0.10566032996328792,-0.023378275861851334,0.2803133519981932,2389.70634733513,222.0
0.99,1.575025379897129,0.17615388631801862,0.02040816326530612,0.8367346938775511,0.0970960342154402,0.25717813911879206,-0.008810455082578248,0.10590648929801802,-0.02330904351953355,0.28048718263832634,2455.94302639924,200.0
0.99,1.5822903553462497,0.18485154994942582,0.02040816326530612,0.8571428571428571,0.09735871576579196,0.2574292984290968,-0.008798873023717539,0.10615758878950898,-0.02323580737021407,0.2806651057993128,2380.860384141095,177.0
0.99,1.589820334729359,0.1937587958370115,0.02040816326530612,0.8775510204081632,0.09762765663633988,0.2576887671136693,-0.008785979230523771,0.10641363586686292,-0.023158605225777125,0.2808473723394467,2380.4108340218663,157.0
0.99,1.5976175792945435,0.20287562398077574,0.02040816326530612,0.8979591836734694,0.09790310367113231,0.2579573693947419,-0.008771767104333774,0.10667487077546646,-0.023077480813703474,0.28103485020844277,2686.766149425879,134.0
0.99,1.6056841401518198,0.21220203438071844,0.02040816326530612,0.9183673469387755,0.09818534664831655,0.2582360389561184,-0.008756229670508573,0.10694157631882481,-0.022992479606801917,0.28122851856292064,1729.1477539651096,113.0
0.99,1.6140218643585094,0.22173802703683962,0.02040816326530612,0.9387755102040817,0.09847452245628757,0.2585253065367681,-0.008739358304125129,0.10721388076041373,-0.022903646219740125,0.28142895275650487,2611.610093375086,92.0
0.99,1.622632401826748,0.23148360194913925,0.02040816326530612,0.9591836734693877,0.09877125167429866,0.25882704399605533,-0.008721142938370405,0.10749239461267004,-0.022811023932084822,0.28163806792814094,2844.083399148658,73.0
0.99,1.6315172129187068,0.2414387591176174,0.02040816326530612,0.9795918367346939,0.09907512522951206,0.2591402647725081,-0.008701570557082136,0.10777669578659399,-0.022714651295191183,0.2818549160677029,1749.6563998479396,55.0
0.99,1.6406775765988197,0.25160349854227404,0.02040816326530612,1.0,0.09938669891829778,0.25946667042046156,-0.008680617553704632,0.10806731647200307,-0.022614546527131775,0.2820812169475906,1809.4665696695447,37.0
0.99,1.4550714214696374,0.0,0.04081632653061224,0.0,0.0916814025037945,0.251683732884398,-0.008710661363242724,0.10039206386703732,-0.023912502513277884,0.27559623539767614,15.272833082824945,958.0
0.99,1.45512283388362,0.00010601223605641769,0.04081632653061224,0.02040816326530612,0.09167591206247924,0.2516766585192555,-0.00871011117735876,0.10038602323983799,-0.02391175201842646,0.2755884105376818,48.565517254173756,957.0
0.99,1.4552772707164903,0.00042404894422567074,0.04081632653061224,0.04081632653061224,0.09166272869388513,0.2516596724745348,-0.008708785474664292,0.1003715141685493,-0.023909937149750135,0.2755696096242852,68.2319121453911,950.0
0.99,1.4555353297419324,0.0009541101245077594,0.04081632653061224,0.061224489795918366,0.09164748172147752,0.2516399747358972,-0.008707239786573227,0.10035472150805064,-0.023907798300253594,0.275547773036151,89.12439910694957,941.0
0.99,1.4558980039225398,0.001696195776902683,0.04081632653061224,0.08163265306122448,0.09163409310703259,0.25162251551002723,-0.008705855699196968,0.10033994880622968,-0.02390582965353163,0.2755283451635596,221.64811483793892,931.0
0.99,1.4563666764315697,0.002650305901410443,0.04081632653061224,0.10204081632653061,0.09162480597320725,0.2516100688170214,-0.008704841377373684,0.10032964735058066,-0.023904280171786575,0.2755143489888087,223.44872531667352,921.0
0.99,1.4569431137079814,0.003816440498031038,0.04081632653061224,0.12244897959183673,0.09162101707098898,0.251604432022699,-0.00870430614844442,0.10032532321943365,-0.023903255169168944,0.27550768719186897,233.6916259440477,913.0
0.99,1.4576294565704422,0.005194599566764467,0.04081632653061224,0.14285714285714285,0.09162348345344973,0.25160635287011374,-0.008704304421506947,0.10032778787495673,-0.023902776067664437,0.2755091289377786,269.6713696345687,899.0
0.99,1.4584282094244767,0.006784783107610732,0.04081632653061224,0.16326530612244897,0.091632704087188,0.2516162676150729,-0.00870485736686972,0.100337561454058,-0.02390281054441716,0.2755190781594905,213.02454593032598,883.0
0.99,1.4593422276069656,0.008586991120569836,0.04081632653061224,0.1836734693877551,0.09164905444836169,0.2516345180331372,-0.00870596350587105,0.10035501795423268,-0.023903287170966347,0.27553780520410376,235.96813873620704,870.0
0.99,1.4603747029224936,0.010601223605641773,0.04081632653061224,0.20408163265306123,0.09167280031245495,0.2516613097949832,-0.008707604582793502,0.10038040489524826,-0.023904103926460543,0.2755654137214422,405.3195195039734,855.0
0.99,1.46152914743819,0.012827480562826543,0.04081632653061224,0.22448979591836735,0.09170402475372005,0.25169646475296575,-0.008709749122847305,0.10041377387656736,-0.0239051336586739,0.27560159841164045,353.34737645462155,842.0
0.99,1.4628093756165146,0.015265761992124151,0.04081632653061224,0.24489795918367346,0.09174277745090963,0.25173980265451795,-0.008712354692704993,0.10045513214361516,-0.023906227685312233,0.27564603033982965,424.15371315390803,823.0
0.99,1.4642194848793164,0.017916067893534594,0.04081632653061224,0.2653061224489796,0.09178913360847102,0.25179128867867817,-0.008715369670978813,0.10050450327944946,-0.023907218992046068,0.27569850767072474,594.0329121421091,804.0
0.99,1.4657638347112298,0.02077839826705787,0.04081632653061224,0.2857142857142857,0.09184294911943429,0.25185033950054103,-0.008718734644624434,0.1005616837640587,-0.023907924939099778,0.27575826443964124,382.84736206382513,786.0
0.99,1.4674470244245816,0.023852753112693987,0.04081632653061224,0.30612244897959184,0.09190422508879614,0.25191682591935427,-0.008722383439863673,0.10062660852865994,-0.023908149309872142,0.2758249752292265,425.13948350027204,769.0
0.99,1.4692738697332492,0.027139132430442928,0.04081632653061224,0.32653061224489793,0.09197281139772702,0.25199024235463047,-0.008726244273065493,0.10069905567079186,-0.02390768489866692,0.2758979272532969,425.4476158898324,752.0
0.99,1.471249378266993,0.03063753622030472,0.04081632653061224,0.3469387755102041,0.09204859545120599,0.2520702283606995,-0.008730240685774507,0.10077883613698131,-0.02390631562778403,0.27597654398848365,546.5561500319745,730.0
0.99,1.4733787242296388,0.03434796448227934,0.04081632653061224,0.3673469387755102,0.09213140600459156,0.25215629060131445,-0.008734292507608663,0.10086569851220045,-0.02390381885965153,0.2760601094609684,452.4603509437293,710.0
0.99,1.4756672223563183,0.038270417216366794,0.04081632653061224,0.3877551020408163,0.09222108861215801,0.25224801395417906,-0.008738316684356238,0.10095940529651365,-0.02389996737484048,0.2761479813290198,505.3879103479994,692.0
0.99,1.4781203013786623,0.04240489442256709,0.04081632653061224,0.40816326530612246,0.09231747869572675,0.2523449802409388,-0.0087422282199219,0.10105970691564885,-0.023894531726122745,0.276239511967061,730.1462631970644,672.0
0.99,1.480743477201967,0.04675139610088021,0.04081632653061224,0.42857142857142855,0.09242037737039076,0.2524466974643945,-0.008745941047977242,0.10116631841836915,-0.02388728241050998,0.27633397987490715,536.6434700321406,648.0
0.99,1.483542326009066,0.05130992225130617,0.04081632653061224,0.4489795918367347,0.092529617904979,0.2525527838174041,-0.008749368834259903,0.10127898673923982,-0.023877991896312463,0.2764307757137157,561.7916295267642,631.0
0.99,1.486522457510613,0.056080472873844975,0.04081632653061224,0.46938775510204084,0.09264502594310009,0.2526628512432351,-0.008752425841933077,0.10139745178503218,-0.023866436806060657,0.2765292880492969,844.4479559641331,608.0
0.99,1.4896894885636083,0.061063047968496605,0.04081632653061224,0.4897959183673469,0.09276643382661112,0.2527765424650918,-0.008755027700874732,0.10152146152748605,-0.023852399883064784,0.2766289423481552,1055.3270726501942,581.0
0.99,1.4930490173783175,0.06625764753526107,0.04081632653061224,0.5102040816326531,0.09289368648235086,0.25289354936905223,-0.008757092210865576,0.10165077869321613,-0.023835672040413883,0.2767292214094653,1044.2585815240163,567.0
0.99,1.4966065985283414,0.07166427157413838,0.04081632653061224,0.5306122448979592,0.09302664003875846,0.253013597893249,-0.008758539937318233,0.10178517997607744,-0.023816053865337663,0.2768296517585869,710.302905170247,539.0
0.99,1.500367718969683,0.07728292008512849,0.04081632653061224,0.5510204081632653,0.09316517754939527,0.25313650236408725,-0.00875929502735669,0.10192447257675141,-0.023793357738958302,0.27692986010304366,962.0510344388895,520.0
0.99,1.5043377752618021,0.08311359306823148,0.04081632653061224,0.5714285714285714,0.09330918606358478,0.25326208441007025,-0.008759285656891146,0.10206847172047592,-0.02376740895986793,0.2770294933699399,912.9876956585795,495.0
0.99,1.508522052166247,0.0891562905234473,0.04081632653061224,0.5918367346938775,0.09345858850147364,0.25339026963949696,-0.008758444623473081,0.10221703312494688,-0.023738047278933114,0.27712831691842765,971.3756820447743,472.0
0.99,1.5129257027878686,0.09541101245077595,0.04081632653061224,0.6122448979591837,0.0936133147142261,0.2535210043695897,-0.008756709755915373,0.10237002447014125,-0.023705127988649252,0.2772261323582383,1374.2642070949078,447.0
